input_name,matched_name,symbol,yfinance_ticker,confidence
Great Eastern Shipping Company Ltd.,The Great Eastern Shipping Company Limited,GESHIP,GESHIP.NS,88.23529411764706
PVR INOX LIMITED,PVR INOX Limited,PVRINOX,PVRINOX.NS,100.0
Mahindra Holidays & Resorts Ind Ltd.,Mahindra Holidays & Resorts India Limited,MHRIL,MHRIL.NS,90.625
KEC International Ltd.,KEC International Limited,KEC,KEC.NS,89.47368421052632
Nippon Life India Asset Management Limited,Nippon Life India Asset Management Limited,NAM-INDIA,NAM-INDIA.NS,100.0
Coforge Limited,Coforge Limited,COFORGE,COFORGE.NS,100.0
JSW Infrastructure Limited,JSW Infrastructure Limited,JSWINFRA,JSWINFRA.NS,100.0
MphasiS Limited.,MphasiS Limited,MPHASIS,MPHASIS.NS,100.0
Five-Star Business Finance Limited,Five-Star Business Finance Limited,FIVESTAR,FIVESTAR.NS,100.0
Indian Hotels Company Ltd.,The Indian Hotels Company Limited,INDHOTEL,INDHOTEL.NS,92.0
Centum Electronics Ltd.,Centum Electronics Limited,CENTUM,CENTUM.NS,90.0
Apar Industries Limited,Apar Industries Limited,APARINDS,APARINDS.NS,100.0
Vesuvius India Ltd.,Vesuvius India Limited,VESUVIUS,VESUVIUS.NS,87.5
NTPC Limited,NTPC Limited,NTPC,NTPC.NS,100.0
Wheels India Ltd.,Wheels India Limited,WHEELS,WHEELS.NS,85.71428571428572
Motilal Oswal Financial Services,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILALOFS.NS,100.0
Devyani International Ltd,Devyani International Limited,DEVYANI,DEVYANI.NS,91.30434782608695
Gulf Oil Lubricants India Ltd.,Gulf Oil Lubricants India Limited,GULFOILLUB,GULFOILLUB.NS,92.5925925925926
PB Fintech Limited,PB Fintech Limited,POLICYBZR,POLICYBZR.NS,100.0
Ipca Laboratories Ltd.,IPCA Laboratories Limited,IPCALAB,IPCALAB.NS,89.47368421052632
Oil India Limited,Oil India Limited,OIL,OIL.NS,100.0
Zensar Technologies Ltd.,Zensar Technologies Limited,ZENSARTECH,ZENSARTECH.NS,90.47619047619048
Lumax Industries Ltd,Lumax Industries Limited,LUMAXIND,LUMAXIND.NS,88.88888888888889
Gujarat Ambuja Exports Ltd.,Gujarat Ambuja Exports Limited,GAEL,GAEL.NS,91.66666666666666
Suprajit Engineering Limited,Suprajit Engineering Limited,SUPRAJIT,SUPRAJIT.NS,100.0
Alembic Pharmaceuticals Limited,Alembic Pharmaceuticals Limited,APLLTD,APLLTD.NS,100.0
UTI Asset Management Company Ltd,UTI Asset Management Company Limited,UTIAMC,UTIAMC.NS,93.33333333333331
Sonata Software Ltd.,Sonata Software Limited,SONATSOFTW,SONATSOFTW.NS,88.23529411764706
Procter & Gamble Health Ltd.,Procter & Gamble Health Limited,PGHL,PGHL.NS,91.30434782608695
Bayer Cropscience Ltd,Bayer Cropscience Limited,BAYERCROP,BAYERCROP.NS,89.47368421052632
Popular Vehicles and Services Limited,Popular Vehicles and Services Limited,PVSL,PVSL.NS,100.0
Rolex Rings Limited,Rolex Rings Limited,ROLEXRINGS,ROLEXRINGS.NS,100.0
DLF LIMITED,DLF Limited,DLF,DLF.NS,100.0
CG Power and Industrial Solutions Ltd.,CG Power and Industrial Solutions Limited,CGPOWER,CGPOWER.NS,94.28571428571428
ITC Hotels Limited,ITC Hotels Limited,ITCHOTELS,ITCHOTELS.NS,100.0
Eternal Limited,ETERNAL LIMITED,ETERNAL,ETERNAL.NS,100.0
Glenmark Pharmaceuticals Ltd.,Glenmark Pharmaceuticals Limited,GLENMARK,GLENMARK.NS,92.3076923076923
Karur Vysya Bank Ltd.,Karur Vysya Bank Limited,KARURVYSYA,KARURVYSYA.NS,88.88888888888889
GUJARAT FLUOROCHEMICALS LIMITED,Gujarat Fluorochemicals Limited,FLUOROCHEM,FLUOROCHEM.NS,100.0
Greenlam Industries Ltd.,Greenlam Industries Limited,GREENLAM,GREENLAM.NS,90.47619047619048
Vardhman Textiles Ltd.,Vardhman Textiles Limited,VTL,VTL.NS,89.47368421052632
Aarti Industries Ltd.,Aarti Industries Limited,AARTIIND,AARTIIND.NS,88.88888888888889
Arvind Limited,Arvind Limited,ARVIND,ARVIND.NS,100.0
Navneet Education Ltd.,Navneet Education Limited,NAVNETEDUL,NAVNETEDUL.NS,89.47368421052632
Bharti Hexacom Limited,Bharti Hexacom Limited,BHARTIHEXA,BHARTIHEXA.NS,100.0
Dhanuka Agritech Ltd.,Dhanuka Agritech Limited,DHANUKA,DHANUKA.NS,88.88888888888889
Greenpanel Industries Limited,Greenpanel Industries Limited,GREENPANEL,GREENPANEL.NS,100.0
Jagran Prakashan Ltd.,Jagran Prakashan Limited,JAGRAN,JAGRAN.NS,88.88888888888889
eClerx Services Limited,eClerx Services Limited,ECLERX,ECLERX.NS,100.0
Sudarshan Chemical Industries Limited,Sudarshan Chemical Industries Limited,SUDARSCHEM,SUDARSCHEM.NS,100.0
Power Mech Projects Ltd.,Power Mech Projects Limited,POWERMECH,POWERMECH.NS,90.47619047619048
Aditya Vision Limited,Aditya Vision Limited,AVL,AVL.NS,100.0
Sharda Cropchem Ltd.,Sharda Cropchem Limited,SHARDACROP,SHARDACROP.NS,88.23529411764706
LG Balakrishnan & Bros Ltd.,LG Balakrishnan & Bros Limited,LGBBROSLTD,LGBBROSLTD.NS,90.9090909090909
AWFIS SPACE SOLUTIONS LIMITED,Awfis Space Solutions Limited,AWFIS,AWFIS.NS,100.0
PEARL GLOBAL INDUSTRIES LIMITED,Pearl Global Industries Limited,PGIL,PGIL.NS,100.0
Redtape Limited,Redtape Limited,REDTAPE,REDTAPE.NS,100.0
FIEM INDUSTRIES LIMITED,Fiem Industries Limited,FIEMIND,FIEMIND.NS,100.0
Dodla Dairy Limited,Dodla Dairy Limited,DODLA,DODLA.NS,100.0
Shoppers Stop Ltd.,Shoppers Stop Limited,SHOPERSTOP,SHOPERSTOP.NS,86.66666666666667
Unichem Laboratories Ltd.,Unichem Laboratories Limited,UNICHEMLAB,UNICHEMLAB.NS,90.9090909090909
Indigo Paints Limited,Indigo Paints Limited,INDIGOPNTS,INDIGOPNTS.NS,100.0
La Opala RG Limited,La Opala RG Limited,LAOPALA,LAOPALA.NS,100.0
GMM Pfaudler Limited,GMM Pfaudler Limited,GMMPFAUDLR,GMMPFAUDLR.NS,100.0
Insecticides (India) Ltd.,Insecticides (India) Limited,INSECTICID,INSECTICID.NS,90.0
Bajaj Consumer Care Ltd.,Bajaj Consumer Care Limited,BAJAJCON,BAJAJCON.NS,90.47619047619048
ION EXCHANGE (INDIA) LIMITED,ION Exchange (India) Limited,IONEXCHANG,IONEXCHANG.NS,100.0
JK Tyre & Industries Limited,JK Tyre & Industries Limited,JKTYRE,JKTYRE.NS,100.0
BEML Limited,BEML Limited,BEML,BEML.NS,100.0
TCPL PACKAGING LIMITED,TCPL Packaging Limited,TCPLPACK,TCPLPACK.NS,100.0
Trent Limited,Trent Limited,TRENT,TRENT.NS,100.0
Ajanta Pharma Limited,Ajanta Pharma Limited,AJANTPHARM,AJANTPHARM.NS,100.0
Dilip Buildcon Ltd.,Dilip Buildcon Limited,DBL,DBL.NS,87.5
REC Limited.,REC Limited,RECLTD,RECLTD.NS,100.0
IIFL Finance Ltd.,IIFL Finance Limited,IIFL,IIFL.NS,85.71428571428572
IIFL CAPITAL SERVICES LIMITED,IIFL Capital Services Limited,IIFLCAPS,IIFLCAPS.NS,100.0
Network 18 Media & Investments Limited,Network18 Media & Investments Limited,NETWORK18,NETWORK18.NS,90.9090909090909
Indiabulls Financial Services Ltd.,PTC India Financial Services Limited,PFS,PFS.NS,85.24590163934427
Fedbank Financial Services Ltd.,Fedbank Financial Services Limited,FEDFINA,FEDFINA.NS,92.85714285714286
IDBI Bank Limited,IDBI Bank Limited,IDBI,IDBI.NS,100.0
Indoco Remedies Ltd.,Indoco Remedies Limited,INDOCO,INDOCO.NS,88.23529411764706
STERLITE TECHNOLOGIES LIMITED,Sterlite Technologies Limited,STLTECH,STLTECH.NS,100.0
METRO BRANDS LIMITED,Metro Brands Limited,METROBRAND,METROBRAND.NS,100.0
Baazar Style Retail Limited,Baazar Style Retail Limited,STYLEBAAZA,STYLEBAAZA.NS,100.0
Technocraft Industries (India) Ltd,Technocraft Industries (India) Limited,TIIL,TIIL.NS,93.33333333333331
UNIPARTS INDIA LIMITED,Uniparts India Limited,UNIPARTS,UNIPARTS.NS,100.0
STL NETWORKS LIMITED,STL Networks Limited,STLNETWORK,STLNETWORK.NS,100.0
Radico Khaitan Limited,Radico Khaitan Limited,RADICO,RADICO.NS,100.0
Sadbhav Infrastructure Project Ltd.,Sadbhav Infrastructure Project Limited,SADBHIN,SADBHIN.NS,93.75
Jubilant Ingrevia Limited,Jubilant Ingrevia Limited,JUBLINGREA,JUBLINGREA.NS,100.0
RHI MAGNESITA INDIA Limited,RHI MAGNESITA INDIA LIMITED,RHIM,RHIM.NS,100.0
TD Power Systems Ltd.,TD Power Systems Limited,TDPOWERSYS,TDPOWERSYS.NS,88.88888888888889
Fusion Finance Limited,Fusion Finance Limited,FUSION,FUSION.NS,100.0
Premier Energies Limited,Premier Energies Limited,PREMIERENE,PREMIERENE.NS,100.0
Sagility Limited,SAGILITY LIMITED,SAGILITY,SAGILITY.NS,100.0
Medi Assist Healthcare Services Limited,Medi Assist Healthcare Services Limited,MEDIASSIST,MEDIASSIST.NS,100.0
Finolex Cables Ltd.,Finolex Cables Limited,FINCABLES,FINCABLES.NS,87.5
GHCL Limited,GHCL Limited,GHCL,GHCL.NS,100.0
DIFFUSION Engineers,Diffusion Engineers Limited,DIFFNKG,DIFFNKG.NS,100.0
GIC Housing Finance Ltd.,GIC Housing Finance Limited,GICHSGFIN,GICHSGFIN.NS,90.47619047619048
Ola Electric Mobility Limited,Ola Electric Mobility Limited,OLAELEC,OLAELEC.NS,100.0
Astral Limited,Astral Limited,ASTRAL,ASTRAL.NS,100.0
Ceigall India Limited,Ceigall India Limited,CEIGALL,CEIGALL.NS,100.0
Inventurus Knowledge Solutions Limited,Inventurus Knowledge Solutions Limited,IKS,IKS.NS,100.0
JNK India Limited,JNK India Limited,JNKINDIA,JNKINDIA.NS,100.0
Jain Resource Recycling Limited,Jain Resource Recycling Limited,JAINREC,JAINREC.NS,100.0
Atlanta Electricals Limited,Atlanta Electricals Limited,ATLANTAELE,ATLANTAELE.NS,100.0
Ellenbarrie Industrial Gases Limited,Ellenbarrie Industrial Gases Limited,ELLEN,ELLEN.NS,100.0
M&B Engineering Limited,HBL Engineering Limited,HBLENGINE,HBLENGINE.NS,89.65517241379311
Aegis Vopak Terminals Limited,Aegis Vopak Terminals Limited,AEGISVOPAK,AEGISVOPAK.NS,100.0
SHARDA MOTOR INDUSTRIES LIMITED,Sharda Motor Industries Limited,SHARDAMOTR,SHARDAMOTR.NS,100.0
Astra Microwave Products Ltd.,Astra Microwave Products Limited,ASTRAMICRO,ASTRAMICRO.NS,92.3076923076923
Premier Explosives Ltd.,Premier Explosives Limited,PREMEXPLN,PREMEXPLN.NS,90.0
Cyient DLM Limited,Cyient DLM Limited,CYIENTDLM,CYIENTDLM.NS,100.0
MTAR Technologies Limited,Mtar Technologies Limited,MTARTECH,MTARTECH.NS,100.0
Data Patterns (India) Limited,Data Patterns (India) Limited,DATAPATTNS,DATAPATTNS.NS,100.0
Avalon Technologies Limited,Avalon Technologies Limited,AVALON,AVALON.NS,100.0
Rishabh Instruments Limited,Rishabh Instruments Limited,RISHABH,RISHABH.NS,100.0
DEE Development Engineers Limited,DEE Development Engineers Limited,DEEDEV,DEEDEV.NS,100.0
IDEAFORGE TECHNOLOGY LIMITED,Ideaforge Technology Limited,IDEAFORGE,IDEAFORGE.NS,100.0
Anand Rathi Share And Stock Brokers Limited,Anand Rathi Share and Stock Brokers Limited,ARSSBL,ARSSBL.NS,100.0
One MobiKwik Systems Limited,One Mobikwik Systems Limited,MOBIKWIK,MOBIKWIK.NS,100.0
LTIMindtree Limited,LTIMindtree Limited,LTIM,LTIM.NS,100.0
Lodha Developers Limited,Lodha Developers Limited,LODHA,LODHA.NS,100.0
Pidilite Industries Ltd.,Pidilite Industries Limited,PIDILITIND,PIDILITIND.NS,90.47619047619048
Adani Green Energy Limited,Adani Green Energy Limited,ADANIGREEN,ADANIGREEN.NS,100.0
Exide Industries Ltd.,Exide Industries Limited,EXIDEIND,EXIDEIND.NS,88.88888888888889
Sai Life Sciences Limited,Sai Life Sciences Limited,SAILIFE,SAILIFE.NS,100.0
Laxmi Dental Limited,Laxmi Dental Limited,LAXMIDENTL,LAXMIDENTL.NS,100.0
Birla Corporation Ltd.,Birla Corporation Limited,BIRLACORPN,BIRLACORPN.NS,89.47368421052632
Kolte Patil Developers Limited,Kolte - Patil Developers Limited,KOLTEPATIL,KOLTEPATIL.NS,100.0
Repco Home Finance Ltd.,Repco Home Finance Limited,REPCOHOME,REPCOHOME.NS,90.0
Shriram Properties Limited,Shriram Properties Limited,SHRIRAMPPS,SHRIRAMPPS.NS,100.0
Orient Electric Ltd,Orient Electric Limited,ORIENTELEC,ORIENTELEC.NS,88.23529411764706
J. Kumar Infraprojects Ltd.,J.Kumar Infraprojects Limited,JKIL,JKIL.NS,88.88888888888889
IRB Infrastructure Developers Ltd.,IRB Infrastructure Developers Limited,IRB,IRB.NS,93.5483870967742
INOX Wind Limited,Inox Wind Limited,INOXWIND,INOXWIND.NS,100.0
Linc Limited,Linc Limited,LINC,LINC.NS,100.0
IKIO Technologies Limited,IKIO Technologies Limited,IKIO,IKIO.NS,100.0
Dynamatic Technologies Ltd.,Dynamatic Technologies Limited,DYNAMATECH,DYNAMATECH.NS,91.66666666666666
Astrazeneca Pharma India Ltd.,AstraZeneca Pharma India Limited,ASTRAZEN,ASTRAZEN.NS,92.3076923076923
Bata India Limited,Bata India Limited,BATAINDIA,BATAINDIA.NS,100.0
Safari Industries (India) Ltd.,Safari Industries (India) Limited,SAFARI,SAFARI.NS,92.0
Godavari Biorefineries Limited,Godavari Biorefineries Limited,GODAVARIB,GODAVARIB.NS,100.0
Saatvik Green Energy Limited,Saatvik Green Energy Limited,SAATVIKGL,SAATVIKGL.NS,100.0
Bansal Wire Industries Limited,Bansal Wire Industries Limited,BANSALWIRE,BANSALWIRE.NS,100.0
Syrma SGS Technology Ltd.,Syrma SGS Technology Limited,SYRMA,SYRMA.NS,90.9090909090909
Jubilant Pharmova Limited,Jubilant Pharmova Limited,JUBLPHARMA,JUBLPHARMA.NS,100.0
Ambet Enterprises India Ltd.,Amber Enterprises India Limited,AMBER,AMBER.NS,88.0
Time Technoplast Limited,Time Technoplast Limited,TIMETECHNO,TIMETECHNO.NS,100.0
Tatva Chintan Pharma Chem Ltd,Tatva Chintan Pharma Chem Limited,TATVA,TATVA.NS,92.5925925925926
TBO TEK LIMITED,TBO Tek Limited,TBOTEK,TBOTEK.NS,100.0
Alkyl Amines Chemicals Limited,Alkyl Amines Chemicals Limited,ALKYLAMINE,ALKYLAMINE.NS,100.0
Mishra Dhatu Nigam Ltd.,Mishra Dhatu Nigam Limited,MIDHANI,MIDHANI.NS,90.0
TEGA INDUSTRIES LIMITED,Tega Industries Limited,TEGA,TEGA.NS,100.0
LMW Limited,LMW Limited,LMW,LMW.NS,100.0
Belrise Industries Limited,Belrise Industries Limited,BELRISE,BELRISE.NS,100.0
S.J.S. Enterprises Limited,S.J.S. Enterprises Limited,SJS,SJS.NS,100.0
Landmark Cars Limited,Landmark Cars Limited,LANDMARK,LANDMARK.NS,100.0
VST Industries Ltd.,VST Industries Limited,VSTIND,VSTIND.NS,87.5
Ador Welding Ltd.,Ador Welding Limited,ADOR,ADOR.NS,85.71428571428572
ICICI Bank Ltd.,ICICI Bank Limited,ICICIBANK,ICICIBANK.NS,100.0
HDFC Bank Ltd.,HDFC Bank Limited,HDFCBANK,HDFCBANK.NS,100.0
Axis Bank Ltd.,Axis Bank Limited,AXISBANK,AXISBANK.NS,100.0
Cipla Ltd.,Cipla Limited,CIPLA,CIPLA.NS,100.0
JSW Steel Ltd.,JSW Steel Limited,JSWSTEEL,JSWSTEEL.NS,100.0
Tata Steel Ltd.,Tata Steel Limited,TATASTEEL,TATASTEEL.NS,100.0
Cyient Ltd.,Cyient Limited,CYIENT,CYIENT.NS,100.0
Redington Ltd.,Redington Limited,REDINGTON,REDINGTON.NS,100.0
Ceat Ltd.,CEAT Limited,CEATLTD,CEATLTD.NS,100.0
Symphony Ltd.,Symphony Limited,SYMPHONY,SYMPHONY.NS,100.0
GNA Axles Ltd.,GNA Axles Limited,GNA,GNA.NS,100.0
Nilkamal Ltd.,Nilkamal Limited,NILKAMAL,NILKAMAL.NS,100.0
L&T Finance Ltd.,L&T Finance Limited,LTF,LTF.NS,100.0
Voltas Ltd.,Voltas Limited,VOLTAS,VOLTAS.NS,100.0
Coal India Ltd.,Coal India Limited,COALINDIA,COALINDIA.NS,100.0
Wockhardt Ltd.,Wockhardt Limited,WOCKPHARMA,WOCKPHARMA.NS,100.0
Dabur India Ltd.,Dabur India Limited,DABUR,DABUR.NS,100.0
SKF India Ltd.,SKF India Limited,SKFINDIA,SKFINDIA.NS,100.0
Wipro Ltd.,Wipro Limited,WIPRO,WIPRO.NS,100.0
SRF Ltd.,SRF Limited,SRF,SRF.NS,100.0
Siemens Ltd.,Siemens Limited,SIEMENS,SIEMENS.NS,100.0
Marico Ltd.,Marico Limited,MARICO,MARICO.NS,100.0
ACC Ltd.,ACC Limited,ACC,ACC.NS,100.0
Emami Ltd.,Emami Limited,EMAMILTD,EMAMILTD.NS,100.0
NRB Bearing Ltd.,NRB Bearing Limited,NRBBEARING,NRBBEARING.NS,100.0
TCI Express Ltd.,TCI Express Limited,TCIEXP,TCIEXP.NS,100.0
T. V. Today Network Ltd.,TV Today Network Limited,TVTODAY,TVTODAY.NS,90.9090909090909
Delta Corp Ltd.,Delta Corp Limited,DELTACORP,DELTACORP.NS,100.0
Blue Star Ltd.,Blue Star Limited,BLUESTARCO,BLUESTARCO.NS,100.0
DCM Shriram Ltd,DCM Shriram Limited,DCMSHRIRAM,DCMSHRIRAM.NS,100.0
CESC Ltd.,CESC Limited,CESC,CESC.NS,100.0
NHPC Ltd.,NHPC Limited,NHPC,NHPC.NS,100.0
RBL Bank Ltd.,RBL Bank Limited,RBLBANK,RBLBANK.NS,100.0
UPL Ltd.,UPL Limited,UPL,UPL.NS,100.0
GAIL (India) Ltd.,GAIL (India) Limited,GAIL,GAIL.NS,100.0
Biocon Ltd.,Biocon Limited,BIOCON,BIOCON.NS,100.0
JSW Energy Ltd.,JSW Energy Limited,JSWENERGY,JSWENERGY.NS,100.0
Laurus Labs Ltd.,Laurus Labs Limited,LAURUSLABS,LAURUSLABS.NS,100.0
ABB India Ltd.,ABB India Limited,ABB,ABB.NS,100.0
MRF Ltd.,MRF Limited,MRF,MRF.NS,100.0
Vedanta Ltd.,Vedanta Limited,VEDL,VEDL.NS,100.0
HFCL Ltd,HFCL Limited,HFCL,HFCL.NS,100.0
Pfizer Ltd.,Pfizer Limited,PFIZER,PFIZER.NS,100.0
Gujarat Gas Ltd.,Gujarat Gas Limited,GUJGASLTD,GUJGASLTD.NS,100.0
Subros Ltd.,Subros Limited,SUBROS,SUBROS.NS,100.0
NCC LTD.,NCC Limited,NCC,NCC.NS,100.0
3M India Ltd.,3M India Limited,3MINDIA,3MINDIA.NS,100.0
MM Forgings Ltd.,MM Forgings Limited,MMFL,MMFL.NS,100.0
JK Paper Ltd.,JK Paper Limited,JKPAPER,JKPAPER.NS,100.0
